Year,UNITID,FACSTAT,ARANK,HRTOTLT,HRTOTLM,HRTOTLW
2021,102395,41,3,1,0,1
2021,102395,41,5,1,1,0
2021,102395,45,0,5,4,1
2021,102395,45,2,3,3,0
2021,102395,45,3,1,0,1
2021,102395,45,5,1,1,0
2021,102429,0,0,110,54,56
2021,102429,10,0,109,53,56
2021,102429,10,6,109,53,56
2021,102429,20,0,87,41,46
2021,102429,20,6,87,41,46
2021,102429,30,0,22,12,10
2021,102429,30,6,22,12,10
2021,102429,50,0,1,1,0
2021,102553,0,0,410,196,214
2021,102553,10,0,410,196,214
2021,102553,10,1,123,66,57
2021,102553,10,2,92,52,40
2021,102553,10,3,164,69,95
2021,102553,10,4,31,9,22
2021,102553,20,0,207,113,94
2021,102553,20,1,121,65,56
2021,102553,20,2,85,47,38
2021,102553,20,3,1,1,0
2021,102553,30,0,89,35,54
2021,102553,30,1,1,0,1
2021,102553,30,2,4,2,2
2021,102553,30,3,84,33,51
2021,102553,40,0,114,48,66
2021,102553,40,1,1,1,0
2021,102553,40,2,3,3,0
2021,102553,40,3,79,35,44
2021,102553,40,4,31,9,22
2021,102553,41,0,36,10,26
2021,102553,41,2,1,1,0
2021,102553,41,3,28,9,19
2021,102553,41,4,7,0,7
2021,102553,42,0,77,37,40
2021,102553,42,1,1,1,0
2021,102553,42,2,2,2,0
2021,102553,42,3,51,26,25
2021,102553,42,4,23,8,15
2021,102553,43,0,1,1,0
2021,102553,43,4,1,1,0
2021,102553,44,0,28,10,18
2021,102553,44,2,1,1,0
2021,102553,44,3,24,9,15
2021,102553,44,4,3,0,3
2021,102553,45,0,8,0,8
2021,102553,45,3,4,0,4
2021,102553,45,4,4,0,4
2021,102614,0,0,263,145,118
2021,102614,10,0,262,145,117
2021,102614,10,1,67,42,25
2021,102614,10,2,86,51,35
2021,102614,10,3,81,39,42
2021,102614,10,4,25,12,13
2021,102614,10,6,3,1,2
2021,102614,20,0,146,91,55
2021,102614,20,1,66,42,24
2021,102614,20,2,79,49,30
2021,102614,20,3,1,0,1
2021,102614,30,0,37,17,20
2021,102614,30,2,2,1,1
2021,102614,30,3,35,16,19
2021,102614,40,0,79,37,42
2021,102614,40,1,1,0,1
2021,102614,40,2,5,1,4
2021,102614,40,3,45,23,22
2021,102614,40,4,25,12,13
2021,102614,40,6,3,1,2
2021,102614,41,0,2,1,1
2021,102614,41,3,1,0,1
2021,102614,41,4,1,1,0
2021,102614,42,0,32,14,18
2021,102614,42,2,1,0,1
2021,102614,42,3,22,9,13
2021,102614,42,4,8,4,4
2021,102614,42,6,1,1,0
2021,102614,43,0,45,22,23
2021,102614,43,1,1,0,1
2021,102614,43,2,4,1,3
2021,102614,43,3,22,14,8
2021,102614,43,4,16,7,9
2021,102614,43,6,2,0,2
2021,102614,44,0,2,1,1
2021,102614,44,3,1,0,1
2021,102614,44,4,1,1,0
2021,102614,50,0,1,0,1
2021,102632,0,0,86,42,44
2021,102632,10,0,86,42,44
2021,102632,10,1,15,10,5
2021,102632,10,2,32,13,19
2021,102632,10,3,38,19,19
2021,102632,10,4,1,0,1
2021,102632,20,0,44,23,21
2021,102632,20,1,14,10,4
2021,102632,20,2,29,12,17
2021,102632,20,3,1,1,0
2021,102632,30,0,16,8,8
2021,102632,30,3,16,8,8
2021,102632,40,0,26,11,15
2021,102632,40,1,1,0,1
2021,102632,40,2,3,1,2
2021,102632,40,3,21,10,11
2021,102632,40,4,1,0,1
2021,102632,41,0,7,2,5
2021,102632,41,1,1,0,1
2021,102632,41,2,1,1,0
2021,102632,41,3,5,1,4
2021,102632,42,0,17,8,9
2021,102632,42,2,2,0,2
2021,102632,42,3,15,8,7
2021,102632,43,0,2,1,1
2021,102632,43,3,1,1,0
2021,102632,43,4,1,0,1
2021,102632,44,0,5,1,4
2021,102632,44,1,1,0,1
2021,102632,44,3,4,1,3
2021,102632,45,0,2,1,1
2021,102632,45,2,1,1,0
2021,102632,45,3,1,0,1
2021,102669,0,0,49,20,29
2021,102669,10,0,49,20,29
2021,102669,10,1,9,5,4
2021,102669,10,2,15,7,8
2021,102669,10,3,19,6,13
2021,102669,10,4,6,2,4
2021,102669,40,0,49,20,29
2021,102669,40,1,9,5,4
2021,102669,40,2,15,7,8
2021,102669,40,3,19,6,13
2021,102669,40,4,6,2,4
2021,102669,41,0,39,20,19
2021,102669,41,1,7,5,2
2021,102669,41,2,12,7,5
2021,102669,41,3,16,6,10
2021,102669,41,4,4,2,2
2021,102669,42,0,10,0,10
2021,102669,42,1,2,0,2
2021,102669,42,2,3,0,3
2021,102669,42,3,3,0,3
2021,102669,42,4,2,0,2
2021,102669,44,0,39,20,19
2021,102669,44,1,7,5,2
2021,102669,44,2,12,7,5
2021,102669,44,3,16,6,10
2021,102669,44,4,4,2,2
2021,102845,0,0,87,35,52
2021,102845,10,0,87,35,52
2021,102845,10,4,87,35,52
2021,102845,40,0,87,35,52
2021,102845,40,4,87,35,52
2021,102845,41,0,87,35,52
2021,102845,41,4,87,35,52
2021,102845,45,0,87,35,52
2021,102845,45,4,87,35,52
2021,103501,0,0,3,1,2
2021,103501,10,0,3,1,2
2021,103501,10,4,3,1,2
2021,103501,40,0,3,1,2
2021,103501,40,4,3,1,2
2021,103501,42,0,3,1,2
2021,103501,42,4,3,1,2
2021,103893,0,0,26,4,22
2021,103893,10,0,26,4,22
2021,103893,10,4,26,4,22
2021,103893,40,0,26,4,22
2021,103893,40,4,26,4,22
2021,103893,41,0,26,4,22
2021,103893,41,4,26,4,22
2021,103893,45,0,26,4,22
2021,103893,45,4,26,4,22
2021,103909,0,0,16,3,13
2021,103909,10,0,16,3,13
2021,103909,10,4,16,3,13
2021,103909,40,0,16,3,13
2021,103909,40,4,16,3,13
2021,103909,41,0,16,3,13
2021,103909,41,4,16,3,13
2021,103909,45,0,16,3,13
2021,103909,45,4,16,3,13
2021,103927,0,0,11,1,10
2021,103927,10,0,11,1,10
2021,103927,10,4,11,1,10
2021,103927,40,0,11,1,10
2021,103927,40,4,11,1,10
2021,103927,41,0,11,1,10
2021,103927,41,4,11,1,10
2021,103927,45,0,11,1,10
2021,103927,45,4,11,1,10
2021,104090,0,0,30,9,21
2021,104090,10,0,30,9,21
2021,104090,10,4,30,9,21
2021,104090,40,0,30,9,21
2021,104090,40,4,30,9,21
2021,104090,41,0,30,9,21
2021,104090,41,4,30,9,21
2021,104090,45,0,30,9,21
2021,104090,45,4,30,9,21
2021,104151,0,0,3279,1695,1584
2021,104151,10,0,3279,1695,1584
2021,104151,10,1,872,560,312
2021,104151,10,2,764,423,341
2021,104151,10,3,690,307,383
2021,104151,10,4,355,140,215
2021,104151,10,5,594,264,330
2021,104151,10,6,4,1,3
2021,104151,20,0,1373,857,516
2021,104151,20,1,735,495,240
2021,104151,20,2,637,362,275
2021,104151,20,3,1,0,1
2021,104151,30,0,474,255,219
2021,104151,30,2,20,16,4
2021,104151,30,3,454,239,215
2021,104151,40,0,1432,583,849
2021,104151,40,1,137,65,72
2021,104151,40,2,107,45,62
2021,104151,40,3,235,68,167
2021,104151,40,4,355,140,215
2021,104151,40,5,594,264,330
2021,104151,40,6,4,1,3
2021,104151,41,0,200,94,106
2021,104151,41,1,30,17,13
2021,104151,41,2,16,11,5
2021,104151,41,3,7,4,3
2021,104151,41,5,147,62,85
2021,104151,42,0,1232,489,743
2021,104151,42,1,107,48,59
2021,104151,42,2,91,34,57
2021,104151,42,3,228,64,164
2021,104151,42,4,355,140,215
2021,104151,42,5,447,202,245
2021,104151,42,6,4,1,3
2021,104151,44,0,200,94,106
2021,104151,44,1,30,17,13
2021,104151,44,2,16,11,5
2021,104151,44,3,7,4,3
2021,104151,44,5,147,62,85
2021,104160,0,0,118,60,58
2021,104160,10,0,118,60,58
2021,104160,10,6,118,60,58
2021,104160,40,0,118,60,58
2021,104160,40,6,118,60,58
2021,104160,42,0,118,60,58
2021,104160,42,6,118,60,58
2021,104179,0,0,2143,1220,923
2021,104179,10,0,2138,1218,920
2021,104179,10,1,796,540,256
2021,104179,10,2,536,302,234
2021,104179,10,3,498,231,267
2021,104179,10,4,77,31,46
2021,104179,10,5,231,114,117
2021,104179,20,0,1133,743,390
2021,104179,20,1,717,493,224
2021,104179,20,2,416,250,166
2021,104179,30,0,338,178,160
2021,104179,30,1,4,3,1
2021,104179,30,2,27,16,11
2021,104179,30,3,307,159,148
2021,104179,40,0,667,297,370
2021,104179,40,1,75,44,31
2021,104179,40,2,93,36,57
2021,104179,40,3,191,72,119
2021,104179,40,4,77,31,46
2021,104179,40,5,231,114,117
2021,104179,41,0,106,49,57
2021,104179,41,1,10,5,5
2021,104179,41,2,21,6,15
2021,104179,41,3,17,3,14
2021,104179,41,5,58,35,23
2021,104179,42,0,561,248,313
2021,104179,42,1,65,39,26
2021,104179,42,2,72,30,42
2021,104179,42,3,174,69,105
2021,104179,42,4,77,31,46
2021,104179,42,5,173,79,94
2021,104179,44,0,106,49,57
2021,104179,44,1,10,5,5
2021,104179,44,2,21,6,15
2021,104179,44,3,17,3,14
2021,104179,44,5,58,35,23
2021,104179,50,0,5,2,3
2021,104346,0,0,92,41,51
2021,104346,10,0,92,41,51
2021,104346,10,1,92,41,51
2021,104346,40,0,92,41,51
2021,104346,40,1,92,41,51
2021,104346,42,0,5,5,0
2021,104346,42,1,5,5,0
2021,104346,43,0,87,36,51
2021,104346,43,1,87,36,51
2021,104425,0,0,99,40,59
2021,104425,10,0,99,40,59
2021,104425,10,6,99,40,59
2021,104425,40,0,99,40,59
2021,104425,40,6,99,40,59
2021,104425,42,0,99,40,59
2021,104425,42,6,99,40,59
2021,104577,0,0,87,53,34
2021,104577,10,0,87,53,34
2021,104577,10,1,28,16,12
2021,104577,10,2,59,37,22
2021,104577,40,0,87,53,34
2021,104577,40,1,28,16,12
2021,104577,40,2,59,37,22
2021,104577,42,0,87,53,34
2021,104577,42,1,28,16,12
2021,104577,42,2,59,37,22
2021,104586,0,0,148,110,38
2021,104586,10,0,148,110,38
2021,104586,10,1,23,18,5
2021,104586,10,2,47,35,12
2021,104586,10,3,60,45,15
2021,104586,10,4,18,12,6
2021,104586,20,0,52,39,13
2021,104586,20,1,22,17,5
2021,104586,20,2,30,22,8
2021,104586,30,0,68,51,17
2021,104586,30,1,1,1,0
2021,104586,30,2,15,12,3
2021,104586,30,3,52,38,14
2021,104586,40,0,28,20,8
2021,104586,40,2,2,1,1
2021,104586,40,3,8,7,1
2021,104586,40,4,18,12,6
2021,104586,42,0,28,20,8
2021,104586,42,2,2,1,1
2021,104586,42,3,8,7,1
2021,104586,42,4,18,12,6
2021,104708,0,0,263,118,145
2021,104708,10,0,263,118,145
2021,104708,10,6,263,118,145
2021,104708,20,0,185,87,98
2021,104708,20,6,185,87,98
2021,104708,30,0,57,23,34
2021,104708,30,6,57,23,34
2021,104708,40,0,21,8,13
2021,104708,40,6,21,8,13
2021,104708,42,0,16,5,11
2021,104708,42,6,16,5,11
2021,104708,43,0,5,3,2
2021,104708,43,6,5,3,2
2021,104717,0,0,516,226,290
2021,104717,10,0,516,226,290
2021,104717,10,1,23,13,10
2021,104717,10,2,37,19,18
2021,104717,10,3,89,41,48
2021,104717,10,4,343,149,194
2021,104717,10,5,10,4,6
2021,104717,10,6,14,0,14
2021,104717,20,0,4,3,1
2021,104717,20,1,2,2,0
2021,104717,20,2,1,1,0
2021,104717,20,3,1,0,1
2021,104717,40,0,512,223,289
2021,104717,40,1,21,11,10
2021,104717,40,2,36,18,18
2021,104717,40,3,88,41,47
2021,104717,40,4,343,149,194
2021,104717,40,5,10,4,6
2021,104717,40,6,14,0,14
2021,104717,41,0,220,82,138
2021,104717,41,1,1,0,1
2021,104717,41,2,9,1,8
2021,104717,41,3,13,3,10
2021,104717,41,4,183,78,105
2021,104717,41,6,14,0,14
2021,104717,42,0,292,141,151
2021,104717,42,1,20,11,9
2021,104717,42,2,27,17,10
2021,104717,42,3,75,38,37
2021,104717,42,4,160,71,89
2021,104717,42,5,10,4,6
2021,104717,45,0,220,82,138
2021,104717,45,1,1,0,1
2021,104717,45,2,9,1,8
2021,104717,45,3,13,3,10
2021,104717,45,4,183,78,105
2021,104717,45,6,14,0,14
2021,105145,0,0,112,38,74
2021,105145,10,0,101,35,66
2021,105145,10,6,101,35,66
2021,105145,20,0,59,24,35
2021,105145,20,6,59,24,35
2021,105145,30,0,40,11,29
2021,105145,30,6,40,11,29
2021,105145,40,0,2,0,2
2021,105145,40,6,2,0,2
2021,105145,42,0,1,0,1
2021,105145,42,6,1,0,1
2021,105145,43,0,1,0,1
2021,105145,43,6,1,0,1
2021,105145,50,0,11,3,8
2021,105154,0,0,290,134,156
2021,105154,10,0,290,134,156
2021,105154,10,6,290,134,156
2021,105154,20,0,205,95,110
2021,105154,20,6,205,95,110
2021,105154,30,0,56,22,34
2021,105154,30,6,56,22,34
2021,105154,40,0,29,17,12
2021,105154,40,6,29,17,12
2021,105154,42,0,26,15,11
2021,105154,42,6,26,15,11
2021,105154,43,0,3,2,1
2021,105154,43,6,3,2,1
2021,105206,0,0,75,35,40
2021,105206,10,0,75,35,40
2021,105206,10,4,75,35,40
2021,105206,40,0,75,35,40
2021,105206,40,4,75,35,40
2021,105206,42,0,75,35,40
2021,105206,42,4,75,35,40
2021,105215,0,0,26,26,0
2021,105215,50,0,26,26,0
2021,105297,0,0,63,43,20
2021,105297,10,0,63,43,20
2021,105297,10,1,12,8,4
2021,105297,10,2,16,12,4
2021,105297,10,3,13,8,5
2021,105297,10,4,22,15,7
2021,105297,40,0,63,43,20
2021,105297,40,1,12,8,4
2021,105297,40,2,16,12,4
2021,105297,40,3,13,8,5
2021,105297,40,4,22,15,7
2021,105297,41,0,59,39,20
2021,105297,41,1,12,8,4
2021,105297,41,2,15,11,4
2021,105297,41,3,11,6,5
2021,105297,41,4,21,14,7
2021,105297,42,0,4,4,0
2021,105297,42,2,1,1,0
2021,105297,42,3,2,2,0
2021,105297,42,4,1,1,0
2021,105297,44,0,59,39,20
2021,105297,44,1,12,8,4
2021,105297,44,2,15,11,4
2021,105297,44,3,11,6,5
2021,105297,44,4,21,14,7
2021,105330,0,0,977,477,500
2021,105330,10,0,977,477,500
2021,105330,10,1,258,160,98
2021,105330,10,2,215,113,102
2021,105330,10,3,241,86,155
2021,105330,10,4,30,17,13
2021,105330,10,5,233,101,132
2021,105330,20,0,380,239,141
2021,105330,20,1,235,153,82
2021,105330,20,2,145,86,59
2021,105330,30,0,109,49,60
2021,105330,30,2,1,1,0
2021,105330,30,3,108,48,60
2021,105330,40,0,488,189,299
2021,105330,40,1,23,7,16
2021,105330,40,2,69,26,43
2021,105330,40,3,133,38,95
2021,105330,40,4,30,17,13
2021,105330,40,5,233,101,132
2021,105330,41,0,74,30,44
2021,105330,41,1,21,6,15
2021,105330,41,2,10,4,6
2021,105330,41,5,43,20,23
2021,105330,42,0,414,159,255
2021,105330,42,1,2,1,1
2021,105330,42,2,59,22,37
2021,105330,42,3,133,38,95
2021,105330,42,4,30,17,13
2021,105330,42,5,190,81,109
2021,105330,44,0,74,30,44
2021,105330,44,1,21,6,15
2021,105330,44,2,10,4,6
2021,105330,44,5,43,20,23
2021,105349,0,0,75,34,41
2021,105349,10,0,75,34,41
2021,105349,10,4,75,34,41
2021,105349,40,0,75,34,41
2021,105349,40,4,75,34,41
2021,105349,42,0,75,34,41
2021,105349,42,4,75,34,41
2021,105428,0,0,147,66,81
2021,105428,10,0,144,66,78
2021,105428,10,6,144,66,78
2021,105428,20,0,85,43,42
2021,105428,20,6,85,43,42
2021,105428,30,0,51,23,28
2021,105428,30,6,51,23,28
2021,105428,40,0,8,0,8
2021,105428,40,6,8,0,8
2021,105428,42,0,8,0,8
2021,105428,42,6,8,0,8
2021,105428,50,0,3,0,3
2021,105525,0,0,246,109,137
2021,105525,10,0,246,109,137
2021,105525,10,6,246,109,137
2021,105525,40,0,246,109,137
2021,105525,40,6,246,109,137
2021,105525,42,0,246,109,137
2021,105525,42,6,246,109,137
2021,105534,0,0,68,10,58
2021,105534,10,0,68,10,58
2021,105534,10,4,68,10,58
2021,105534,40,0,68,10,58
2021,105534,40,4,68,10,58
2021,105534,41,0,68,10,58
2021,105534,41,4,68,10,58
2021,105534,45,0,68,10,58
2021,105534,45,4,68,10,58
2021,105543,0,0,45,10,35
2021,105543,10,0,45,10,35
2021,105543,10,4,45,10,35
2021,105543,40,0,45,10,35
2021,105543,40,4,45,10,35
2021,105543,41,0,45,10,35
2021,105543,41,4,45,10,35
2021,105543,45,0,45,10,35
2021,105543,45,4,45,10,35
2021,105589,0,0,49,17,32
2021,105589,10,0,49,17,32
2021,105589,10,2,20,10,10
2021,105589,10,3,29,7,22
2021,105589,40,0,49,17,32
2021,105589,40,2,20,10,10
2021,105589,40,3,29,7,22
2021,105589,41,0,23,10,13
2021,105589,41,2,19,10,9
2021,105589,41,3,4,0,4
2021,105589,42,0,26,7,19
2021,105589,42,2,1,0,1
2021,105589,42,3,25,7,18
2021,105589,44,0,23,10,13
2021,105589,44,2,19,10,9
2021,105589,44,3,4,0,4
2021,105659,0,0,27,25,2
2021,105659,10,0,27,25,2
2021,105659,10,4,27,25,2
2021,105659,40,0,27,25,2
2021,105659,40,4,27,25,2
2021,105659,41,0,27,25,2
2021,105659,41,4,27,25,2
2021,105659,45,0,27,25,2
2021,105659,45,4,27,25,2
2021,105668,0,0,48,16,32
2021,105668,10,0,20,5,15
2021,105668,10,6,20,5,15
2021,105668,20,0,15,5,10
2021,105668,20,6,15,5,10
2021,105668,30,0,5,0,5
2021,105668,30,6,5,0,5
2021,105668,50,0,28,11,17
2021,105747,0,0,126,63,63
2021,105747,10,0,126,63,63
2021,105747,10,6,126,63,63
2021,105747,20,0,105,53,52
2021,105747,20,6,105,53,52
2021,105747,30,0,14,8,6
2021,105747,30,6,14,8,6
2021,105747,40,0,7,2,5
2021,105747,40,6,7,2,5
2021,105747,42,0,5,1,4
2021,105747,42,6,5,1,4
2021,105747,43,0,2,1,1
2021,105747,43,6,2,1,1
2021,105792,0,0,56,27,29
2021,105792,10,0,56,27,29
2021,105792,10,6,56,27,29
2021,105792,20,0,44,21,23
2021,105792,20,6,44,21,23
2021,105792,30,0,9,4,5
2021,105792,30,6,9,4,5
2021,105792,40,0,3,2,1
2021,105792,40,6,3,2,1
2021,105792,42,0,3,2,1
2021,105792,42,6,3,2,1
2021,105899,0,0,29,20,9
2021,105899,10,0,29,20,9
2021,105899,10,1,3,2,1
2021,105899,10,2,12,7,5
2021,105899,10,3,11,9,2
2021,105899,10,4,3,2,1
2021,105899,40,0,29,20,9
2021,105899,40,1,3,2,1
2021,105899,40,2,12,7,5
2021,105899,40,3,11,9,2
2021,105899,40,4,3,2,1
2021,105899,42,0,29,20,9
2021,105899,42,1,3,2,1
2021,105899,42,2,12,7,5
2021,105899,42,3,11,9,2
2021,105899,42,4,3,2,1
2021,106041,0,0,55,55,0
2021,106041,50,0,55,55,0
2021,106148,0,0,102,52,50
2021,106148,10,0,102,52,50
2021,106148,10,4,102,52,50
2021,106148,40,0,102,52,50
2021,106148,40,4,102,52,50
2021,106148,42,0,102,52,50
2021,106148,42,4,102,52,50
2021,106245,0,0,368,209,159
2021,106245,10,0,368,209,159
2021,106245,10,1,109,75,34
2021,106245,10,2,97,62,35
2021,106245,10,3,101,48,53
2021,106245,10,4,61,24,37
2021,106245,20,0,203,133,70
2021,106245,20,1,107,74,33
2021,106245,20,2,92,59,33
2021,106245,20,3,4,0,4
2021,106245,30,0,96,48,48
2021,106245,30,1,2,1,1
2021,106245,30,2,4,2,2
2021,106245,30,3,90,45,45
2021,106245,40,0,69,28,41
2021,106245,40,2,1,1,0
2021,106245,40,3,7,3,4
2021,106245,40,4,61,24,37
2021,106245,42,0,69,28,41
2021,106245,42,2,1,1,0
2021,106245,42,3,7,3,4
2021,106245,42,4,61,24,37
2021,106263,0,0,197,66,131
2021,106263,10,0,197,66,131
2021,106263,10,1,45,26,19
2021,106263,10,2,45,15,30
2021,106263,10,3,85,24,61
2021,106263,10,4,22,1,21
2021,106263,20,0,67,31,36
2021,106263,20,1,42,23,19
2021,106263,20,2,24,8,16
2021,106263,20,3,1,0,1
2021,106263,30,0,122,34,88
2021,106263,30,1,3,3,0
2021,106263,30,2,19,7,12
2021,106263,30,3,84,24,60
2021,106263,30,4,16,0,16
2021,106263,40,0,8,1,7
2021,106263,40,2,2,0,2
2021,106263,40,4,6,1,5
2021,106263,42,0,8,1,7
2021,106263,42,2,2,0,2
2021,106263,42,4,6,1,5
2021,106306,0,0,10,4,6
2021,106306,10,0,10,4,6
2021,106306,10,1,1,1,0
2021,106306,10,3,8,2,6
2021,106306,10,4,1,1,0
2021,106306,40,0,10,4,6
2021,106306,40,1,1,1,0
2021,106306,40,3,8,2,6
2021,106306,40,4,1,1,0
2021,106306,42,0,10,4,6
2021,106306,42,1,1,1,0
2021,106306,42,3,8,2,6
2021,106306,42,4,1,1,0
2021,106342,0,0,49,34,15
2021,106342,10,0,49,34,15
2021,106342,10,1,7,7,0
2021,106342,10,2,19,12,7
2021,106342,10,3,16,10,6
2021,106342,10,4,7,5,2
2021,106342,20,0,28,20,8
2021,106342,20,1,7,7,0
2021,106342,20,2,18,12,6
2021,106342,20,3,2,1,1
2021,106342,20,4,1,0,1
2021,106342,30,0,14,9,5
2021,106342,30,2,1,0,1
2021,106342,30,3,13,9,4
2021,106342,40,0,7,5,2
2021,106342,40,3,1,0,1
2021,106342,40,4,6,5,1
2021,106342,41,0,4,3,1
2021,106342,41,4,4,3,1
2021,106342,42,0,3,2,1
2021,106342,42,3,1,0,1
2021,106342,42,4,2,2,0
2021,106342,44,0,4,3,1
2021,106342,44,4,4,3,1
2021,106397,0,0,1264,720,544
2021,106397,10,0,1264,720,544
2021,106397,10,1,316,234,82
2021,106397,10,2,304,191,113
2021,106397,10,3,221,126,95
2021,106397,10,4,304,125,179
2021,106397,10,5,119,44,75
2021,106397,20,0,596,407,189
2021,106397,20,1,307,226,81
2021,106397,20,2,289,181,108
2021,106397,30,0,223,126,97
2021,106397,30,2,6,4,2
2021,106397,30,3,217,122,95
2021,106397,40,0,445,187,258
2021,106397,40,1,9,8,1
2021,106397,40,2,9,6,3
2021,106397,40,3,4,4,0
2021,106397,40,4,304,125,179
2021,106397,40,5,119,44,75
2021,106397,41,0,401,171,230
2021,106397,41,1,7,7,0
2021,106397,41,2,9,6,3
2021,106397,41,3,4,4,0
2021,106397,41,4,271,111,160
2021,106397,41,5,110,43,67
2021,106397,42,0,26,10,16
2021,106397,42,1,2,1,1
2021,106397,42,4,20,8,12
2021,106397,42,5,4,1,3
2021,106397,43,0,18,6,12
2021,106397,43,4,13,6,7
2021,106397,43,5,5,0,5
2021,106397,44,0,129,57,72
2021,106397,44,4,91,40,51
2021,106397,44,5,38,17,21
2021,106397,45,0,272,114,158
2021,106397,45,1,7,7,0
2021,106397,45,2,9,6,3
2021,106397,45,3,4,4,0
2021,106397,45,4,180,71,109
2021,106397,45,5,72,26,46
2021,106412,0,0,160,90,70
2021,106412,10,0,160,90,70
2021,106412,10,1,20,15,5
2021,106412,10,2,29,18,11
2021,106412,10,3,54,34,20
2021,106412,10,4,57,23,34
2021,106412,20,0,49,34,15
2021,106412,20,1,20,15,5
2021,106412,20,2,20,13,7
2021,106412,20,3,9,6,3
2021,106412,30,0,45,25,20
2021,106412,30,2,9,5,4
2021,106412,30,3,36,20,16
2021,106412,40,0,66,31,35
2021,106412,40,3,9,8,1
2021,106412,40,4,57,23,34
2021,106412,42,0,66,31,35
2021,106412,42,3,9,8,1
2021,106412,42,4,57,23,34
2021,106449,0,0,95,49,46
2021,106449,10,0,95,49,46
2021,106449,10,1,5,5,0
2021,106449,10,2,5,1,4
2021,106449,10,3,35,17,18
2021,106449,10,4,50,26,24
2021,106449,20,0,11,11,0
2021,106449,20,1,5,5,0
2021,106449,20,2,1,1,0
2021,106449,20,3,5,5,0
2021,106449,40,0,84,38,46
2021,106449,40,2,4,0,4
2021,106449,40,3,30,12,18
2021,106449,40,4,50,26,24
2021,106449,42,0,84,38,46
2021,106449,42,2,4,0,4
2021,106449,42,3,30,12,18
2021,106449,42,4,50,26,24
2021,106458,0,0,509,237,272
2021,106458,10,0,505,234,271
2021,106458,10,1,109,67,42
2021,106458,10,2,120,59,61
2021,106458,10,3,166,63,103
2021,106458,10,4,110,45,65
2021,106458,20,0,220,117,103
2021,106458,20,1,104,63,41
2021,106458,20,2,111,53,58
2021,106458,20,3,5,1,4
2021,106458,30,0,121,56,65
2021,106458,30,1,4,3,1
2021,106458,30,2,7,4,3
2021,106458,30,3,108,48,60
2021,106458,30,4,2,1,1
2021,106458,40,0,164,61,103
2021,106458,40,1,1,1,0
2021,106458,40,2,2,2,0
2021,106458,40,3,53,14,39
2021,106458,40,4,108,44,64
2021,106458,42,0,164,61,103
2021,106458,42,1,1,1,0
2021,106458,42,2,2,2,0
2021,106458,42,3,53,14,39
2021,106458,42,4,108,44,64
2021,106458,50,0,4,3,1
2021,106467,0,0,338,167,171
2021,106467,10,0,333,166,167
2021,106467,10,1,64,41,23
2021,106467,10,2,77,39,38
2021,106467,10,3,96,54,42
2021,106467,10,4,39,7,32
2021,106467,10,6,57,25,32
2021,106467,20,0,145,83,62
2021,106467,20,1,63,41,22
2021,106467,20,2,67,33,34
2021,106467,20,3,15,9,6
2021,106467,30,0,76,45,31
2021,106467,30,1,1,0,1
2021,106467,30,2,8,6,2
2021,106467,30,3,67,39,28
2021,106467,40,0,112,38,74
2021,106467,40,2,2,0,2
2021,106467,40,3,14,6,8
2021,106467,40,4,39,7,32
2021,106467,40,6,57,25,32
2021,106467,42,0,112,38,74
2021,106467,42,2,2,0,2
2021,106467,42,3,14,6,8
2021,106467,42,4,39,7,32
2021,106467,42,6,57,25,32
2021,106467,50,0,5,1,4
2021,106485,0,0,155,77,78
2021,106485,10,0,155,77,78
2021,106485,10,1,21,17,4
2021,106485,10,2,39,18,21
2021,106485,10,3,24,14,10
2021,106485,10,4,71,28,43
2021,106485,20,0,61,35,26
2021,106485,20,1,21,17,4
2021,106485,20,2,38,17,21
2021,106485,20,3,1,1,0
2021,106485,20,4,1,0,1
2021,106485,30,0,25,14,11
2021,106485,30,2,1,1,0
2021,106485,30,3,22,12,10
2021,106485,30,4,2,1,1
2021,106485,40,0,69,28,41
2021,106485,40,3,1,1,0
2021,106485,40,4,68,27,41
2021,106485,42,0,69,28,41
2021,106485,42,3,1,1,0
2021,106485,42,4,68,27,41
2021,106546,0,0,56,4,52
2021,106546,10,0,56,4,52
2021,106546,10,6,56,4,52
2021,106546,40,0,56,4,52
2021,106546,40,6,56,4,52
2021,106546,41,0,53,4,49
2021,106546,41,6,53,4,49
2021,106546,43,0,3,0,3
2021,106546,43,6,3,0,3
2021,106546,45,0,53,4,49
2021,106546,45,6,53,4,49
2021,106625,0,0,57,23,34
2021,106625,10,0,57,23,34
2021,106625,10,6,57,23,34
2021,106625,40,0,57,23,34
2021,106625,40,6,57,23,34
2021,106625,42,0,57,23,34
2021,106625,42,6,57,23,34
2021,106704,0,0,532,249,283
2021,106704,10,0,532,249,283
2021,106704,10,1,103,68,35
2021,106704,10,2,143,79,64
2021,106704,10,3,116,50,66
2021,106704,10,4,69,9,60
2021,106704,10,5,74,31,43
2021,106704,10,6,27,12,15
2021,106704,20,0,250,150,100
2021,106704,20,1,102,68,34
2021,106704,20,2,141,77,64
2021,106704,20,3,7,5,2
2021,106704,30,0,113,47,66
2021,106704,30,2,2,2,0
2021,106704,30,3,109,45,64
2021,106704,30,4,2,0,2
2021,106704,40,0,169,52,117
2021,106704,40,1,1,0,1
2021,106704,40,4,67,9,58
2021,106704,40,5,74,31,43
2021,106704,40,6,27,12,15
2021,106704,41,0,142,40,102
